dataset/0001/audio.wav|নমস্কার, আপনি কেমন আছেন?
dataset/0002/audio.wav|আমার নাম আকাশ, আপনার নাম কি?
dataset/0003/audio.wav|আজকের আবহাওয়া খুব সুন্দর।
dataset/0004/audio.wav|আমি ভাত খেতে ভালোবাসি।
dataset/0005/audio.wav|আপনি কি কালকে বাজারে যাবেন?
dataset/0006/audio.wav|বই পড়া আমার প্রিয় শখ।
dataset/0007/audio.wav|এই কাজটি করা খুব কঠিন।
dataset/0008/audio.wav|সূর্য পূর্ব দিকে ওঠে এবং পশ্চিম দিকে অস্ত যায়।
dataset/0009/audio.wav|আমি গতকাল একটি সুন্দর সিনেমা দেখেছি।
dataset/0010/audio.wav|ঢাকা বাংলাদেশের রাজধানী।
dataset/0011/audio.wav|আপনার সাথে কথা বলে খুব ভালো লাগলো।
dataset/0012/audio.wav|মা আমাকে খুব ভালোবাসেন।
dataset/0013/audio.wav|স্কুলে অনেক বন্ধু আছে।
dataset/0014/audio.wav|বৃষ্টির দিনে খিচুড়ি খেতে বেশ লাগে।
dataset/0015/audio.wav|আমাদের জাতীয় ফুল শাপলা।
dataset/0016/audio.wav|চায়ের কাপে ঝড় তোলা বাঙালির স্বভাব।
dataset/0017/audio.wav|রাস্তায় জ্যাম থাকলে খুব বিরক্ত লাগে।
dataset/0018/audio.wav|মাঠের সবুজ ঘাস চোখের শান্তি।
dataset/0019/audio.wav|পাখিরা গান গাইছে নদীর পাড়ে।
dataset/0020/audio.wav|বিদ্যুৎ চলে গেলে অনেক গরম লাগে।
dataset/0021/audio.wav|পরিশ্রম সৌভাগ্যের প্রসূতি।
dataset/0022/audio.wav|সততাই সর্বোত্তম পন্থা।
dataset/0023/audio.wav|সবুরে মেওয়া ফলে।
dataset/0024/audio.wav|বিপদে মোরে রক্ষা করো এ নহে মোর প্রার্থনা।
dataset/0025/audio.wav|মানুষ মানুষের জন্য।
dataset/0026/audio.wav|জ্ঞানের আলো ঘরে ঘরে জ্বালো।
dataset/0027/audio.wav|মায়ের হাসি স্বর্গের সুখ।
dataset/0028/audio.wav|শিক্ষা জাতির মেরুদণ্ড।
dataset/0029/audio.wav|বিনা মেঘে বজ্রপাত।
dataset/0030/audio.wav|কষ্ট না করলে কেষ্ট মেলে না।
dataset/0031/audio.wav|আপনার প্রিয় খাবার কোনটি?
dataset/0032/audio.wav|আপনি কি কখনো পাহাড়ের চূড়ায় উঠেছেন?
dataset/0033/audio.wav|কম্পিউটার চালানো এখন খুব সহজ হয়ে গেছে।
dataset/0034/audio.wav|ইন্টারনেটের মাধ্যমে পৃথিবী এখন হাতের মুঠোয়।
dataset/0035/audio.wav|গাছ লাগানো পরিবেশের জন্য খুব জরুরি।
dataset/0036/audio.wav|পরিষ্কার পরিচ্ছন্ন থাকা স্বাস্থ্যের জন্য ভালো।
dataset/0037/audio.wav|দেশের জন্য প্রাণ দেওয়া বীরের কাজ।
dataset/0038/audio.wav|শীতকালে পিঠা খাওয়ার উৎসব ধুমধাম হয়।
dataset/0039/audio.wav|নদীর স্রোত কারো জন্য অপেক্ষা করে না।
dataset/0040/audio.wav|সময়ের কাজ সময়ে করা উচিত।
dataset/0041/audio.wav|আপনি কি ফুটবল খেলতে পছন্দ করেন?
dataset/0042/audio.wav|ক্রিকেট খেলা এখন বাংলাদেশে অনেক জনপ্রিয়।
dataset/0043/audio.wav|পদ্মা সেতু আমাদের গর্ব।
dataset/0044/audio.wav|সুন্দরবনের হরিণ আর বাঘ দেখতে অনেক পর্যটক আসে।
dataset/0045/audio.wav|কক্সবাজারের সমুদ্র সৈকত পৃথিবীর দীর্ঘতম।
dataset/0046/audio.wav|সকালে ঘুম থেকে ওঠা স্বাস্থ্যের জন্য উপকারী।
dataset/0047/audio.wav|মিথ্যা কথা বলা মহাপাপ।
dataset/0048/audio.wav|বড়দের সম্মান করা এবং ছোটদের ভালোবাসা উচিত।
dataset/0049/audio.wav|আমাদের জাতীয় কবি কাজী নজরুল ইসলাম।
dataset/0050/audio.wav|রবীন্দ্রনাথ ঠাকুর বিশ্বকবি হিসেবে পরিচিত।
dataset/0051/audio.wav|শুভ জন্মদিন! আপনার দিনটি ভালো কাটুক।
dataset/0052/audio.wav|আসসালামu আলাইকুম, কেমন আছেন?
dataset/0053/audio.wav|বিদায়বেলায় মনটা খুব খারাপ হয়ে যায়।
dataset/0054/audio.wav|একটু সাহায্য করতে পারবেন কি?
dataset/0055/audio.wav|দুঃখিত, আমি আপনার কথা বুঝতে পারিনি।
dataset/0056/audio.wav|অরণ্যে রোদন করে কোনো লাভ নেই।
dataset/0057/audio.wav|আকাশে আজ অনেক তারা দেখা যাচ্ছে।
dataset/0058/audio.wav|সমুদ্রের নীল জলরাশি দেখলে মন শান্ত হয়।
dataset/0059/audio.wav|পাহাড়ের বুক চিরে ঝর্ণা বয়ে চলেছে।
dataset/0060/audio.wav|বসন্তকালে কোকিলের গান শুনতে কি মধুর লাগে!
dataset/0061/audio.wav|সবুজ বনানী আমাদের অমূল্য সম্পদ।
dataset/0062/audio.wav|জীবজন্তুর প্রতি আমাদের দয়ালু হওয়া উচিত।
dataset/0063/audio.wav|শহরের জীবন অনেক ব্যস্ত আর কোলাহলপূর্ণ।
dataset/0064/audio.wav|গ্রামের শান্ত পরিবেশ মনকে আনন্দ দেয়।
dataset/0065/audio.wav|মাটির চুলায় রান্না করা খাবারের স্বাদই আলাদা।
dataset/0066/audio.wav|বর্ষার বৃষ্টিতে ভিজে কাঁচলি খাওয়ার দিনগুলো মনে পড়ে।
dataset/0067/audio.wav|রাতের বেলা বাগানে হাসনাহেনার গন্ধ ম ম করে।
dataset/0068/audio.wav|পুজোর ছুটিতে বাড়ি যাওয়ার আনন্দই আলাদা।
dataset/0069/audio.wav|পহেলা বৈশাখে নববর্ষের উৎসব রঙিন হয়ে ওঠে।
dataset/0070/audio.wav|বাঙালির বারো মাসে তেরো পার্বণ।
dataset/0071/audio.wav|আপনি কি আমার সাথে একমত?
dataset/0072/audio.wav|এই খবরটি শুনে আমি খুব অবাক হলাম।
dataset/0073/audio.wav|চুপ করে বসে না থেকে কাজ শুরু করো।
dataset/0074/audio.wav|ধৈর্য ধরুন, ভালো ফল অবশ্যই পাবেন।
dataset/0075/audio.wav|সে কি গতকাল এখানে এসেছিল?
dataset/0076/audio.wav|না, সে কালকে আসেনি।
dataset/0077/audio.wav|আগামীকাল একটি জরুরি মিটিং আছে।
dataset/0078/audio.wav|আমার ল্যাপটপটি হঠাৎ কাজ করা বন্ধ করে দিয়েছে।
dataset/0079/audio.wav|ফোনটি চার্জে দেওয়া দরকার।
dataset/0080/audio.wav|একটু জল পাওয়া যাবে কি? আমি খুব তৃষ্ণার্ত।
dataset/0081/audio.wav|আজকের খাবারটা খুব ঝাল হয়েছে।
dataset/0082/audio.wav|মিষ্টি দই খেতে আমার খুব ভালো লাগে।
dataset/0083/audio.wav|বাজারে ইলিশ মাছের দাম অনেক বেড়ে গেছে।
dataset/0084/audio.wav|ফলের রাজা আম, যা সবার প্রিয়।
dataset/0085/audio.wav|রাতের বেলা পড়াশোনা করতে আমার সুবিধা হয়।
dataset/0086/audio.wav|ভোরে হাঁটলে মন এবং শরীর দুইই ভালো থাকে।
dataset/0087/audio.wav|লাইব্রেরিতে শান্তিতে বই পড়া যায়।
dataset/0088/audio.wav|টিফিনে বন্ধুদেশ সাথে আড্ডা দেওয়া খুব মজার।
dataset/0089/audio.wav|শীতের সকালে রোদে বসে থাকার আরামই আলাদা।
dataset/0090/audio.wav|পড়ন্ত বিকেলে আকাশের রং লাল হয়ে যায়।
dataset/0091/audio.wav|ঝড়ো হাওয়ায় গাছের পাতা নড়ছে।
dataset/0092/audio.wav|অন্ধকার রাতে চাঁদের আলো পথ দেখায়।
dataset/0093/audio.wav|মানুষের বিপদে এগিয়ে আসা আমাদের দায়িত্ব।
dataset/0094/audio.wav|একতাই বল, এটাই আমাদের মূলমন্ত্র।
dataset/0095/audio.wav|স্বাবলম্বী হওয়া জীবনের বড় সাফল্য।
dataset/0096/audio.wav|মন দিয়ে কাজ করলে জয় নিশ্চিত।
dataset/0097/audio.wav|কখনো হাল ছেড়ে দিও না।
dataset/0098/audio.wav|ভবিষ্যতের কথা ভেবে কাজ করা বুদ্ধিমানের লক্ষণ।
dataset/0099/audio.wav|মা-বাবার দোয়া জীবনের বড় সম্পদ।
dataset/0100/audio.wav|শান্তি আর ভালোবাসা দিয়ে পৃথিবী জয় করা সম্ভব।
dataset/0101/audio.wav|বিজ্ঞান ও প্রযুক্তির উৎকর্ষ আমাদের জীবনধারা বদলে দিচ্ছে।
dataset/0102/audio.wav|সূক্ষ্ম বিচারবুদ্ধি সম্পন্ন মানুষের সংখ্যা ক্রমশ কমছে।
dataset/0103/audio.wav|প্রাকৃতিক দুর্যোগ মোকাবিলায় আগাম প্রস্তুতির প্রয়োজন অনস্বীকার্য।
dataset/0104/audio.wav|সাহিত্যচর্চা মানুষের মনের সংকীর্ণতা দূর করতে সাহায্য করে।
dataset/0105/audio.wav|অসামান্য পাণ্ডিত্য অর্জন করতে হলে প্রচুর অধ্যবসায়ের দরকার।
dataset/0106/audio.wav|বিপর্যয়ের মুখেও যারা অবিচল থাকে তারাই প্রকৃত সাহসী।
dataset/0107/audio.wav|ইতিহাসের পাতায় অনেক স্থাপত্যশৈলীর বর্ণনা পাওয়া যায়।
dataset/0108/audio.wav|পরিবেশ দূষণ রোধে প্লাস্টিকের ব্যবহার বর্জন করা উচিত।
dataset/0109/audio.wav|সংস্কৃতির আদানপ্রদান বিভিন্ন জাতির মধ্যে মৈত্রী স্থাপন করে।
dataset/0110/audio.wav|কৃত্রিম বুদ্ধিমত্তা ভবিষ্যতের শিল্প বিপ্লবের মূল কারিগর হবে।
dataset/0111/audio.wav|তীব্র দাবদাহে জনজীবন নাজেহাল হয়ে পড়েছে।
dataset/0112/audio.wav|ক্ষুদ্র ঋণের মাধ্যমে গ্রামীণ অর্থনীতির অভূতপূর্ব উন্নয়ন ঘটেছে।
dataset/0113/audio.wav|অনিবার্য কারণবশত আজকের অনুষ্ঠানটি স্থগিত ঘোষণা করা হলো।
dataset/0114/audio.wav|কঠোর শৃঙ্খলাবদ্ধ জীবনই সাফল্যের চাবিকাঠি।
dataset/0115/audio.wav|বাংলা ভাষার শব্দভাণ্ডার অত্যন্ত ঋদ্ধ এবং বৈচিত্র্যময়।
dataset/0116/audio.wav|ক্ষুধার্ত শিশুকে এক মুঠো অন্ন দান করা পরম ধর্ম।
dataset/0117/audio.wav|নিষ্ঠুর সত্য অনেক সময় মেনে নেওয়া খুব কঠিন কাজ।
dataset/0118/audio.wav|উচ্ছৃঙ্খল আচরণ সামাজিক শৃঙ্খলার পরিপন্থী।
dataset/0119/audio.wav|জটিল সমীকরণ সমাধান করতে গভীর মনোযোগের প্রয়োজন।
dataset/0120/audio.wav|সূর্যাস্তের রক্তিম আভা আকাশকে এক অপরূপ সাজে সাজায়।
dataset/0121/audio.wav|সুস্থ সমাজ গঠনে নৈতিক শিক্ষার গুরুত্ব অপরিসীম।
dataset/0122/audio.wav|অদম্য ইচ্ছা থাকলে যেকোনো বাধা অতিক্রম করা যায়।
dataset/0123/audio.wav|বিস্ময়কর এই পৃথিবী রহস্যে ঘেরা।
dataset/0124/audio.wav|অহংকার মানুষের পতন ডেকে আনে।
dataset/0125/audio.wav|সততা ও নিষ্ঠার সাথে দায়িত্ব পালন করা উচিত।
dataset/0126/audio.wav|প্রবল জলোচ্ছ্বাসে উপকূলীয় এলাকা প্লাবিত হয়েছে।
dataset/0127/audio.wav|বুদ্ধিমান মানুষ সময়ের সদ্ব্যবহার করে।
dataset/0128/audio.wav|সৌন্দর্য কেবল বাহ্যিক নয়, তা মানুষের অন্তরেও থাকে।
dataset/0129/audio.wav|বিখ্যাত মনিষীদের জীবনী থেকে অনেক কিছু শেখার আছে।
dataset/0130/audio.wav|পরমতসহিষ্ণুতা গণতন্ত্রের অন্যতম প্রধান স্তম্ভ।
dataset/0131/audio.wav|বিপ্লবী চেতনা অন্যায় ও অবিচারের বিরুদ্ধে লড়াই করতে শেখায়।
dataset/0132/audio.wav|সমুদ্রের উত্তাল তরঙ্গে নৌকা চালানো বেশ বিপজ্জনক।
dataset/0133/audio.wav|বিশ্বায়ন সারা বিশ্বকে একটি বিশ্বগ্রামে পরিণত করেছে।
dataset/0134/audio.wav|অন্ধবিশ্বাস সমাজকে অন্ধকারের দিকে ঠেলে দেয়।
dataset/0135/audio.wav|বিমর্ষ চিত্তে কোনো ভালো কাজ করা যায় না।
dataset/0136/audio.wav|প্রখর রৌদ্রে মাঠের ফাটল বৃষ্টির প্রতীক্ষায় থাকে।
dataset/0137/audio.wav|ক্ষমা মহত্ত্বের লক্ষণ।
dataset/0138/audio.wav|জীবনসংগ্রামে টিকে থাকতে হলে দক্ষতার প্রয়োজন।
dataset/0139/audio.wav|স্বার্থপরতা বন্ধুত্বের পথে বড় বাধা।
dataset/0140/audio.wav|অন্ধকার রাতে প্রদীপের আলো পথ দেখায়।
dataset/0141/audio.wav|জ্ঞান অর্জনের কোনো শেষ নেই।
dataset/0142/audio.wav|মৌনতা অনেক সময় সম্মতির লক্ষণ বলে বিবেচিত হয়।
dataset/0143/audio.wav|অপূর্ব এই ঝর্ণার সৌন্দর্য দেখে আমি মুগ্ধ।
dataset/0144/audio.wav|অসহায় মানুষের পাশে দাঁড়ানো আমাদের নৈতিক দায়িত্ব।
dataset/0145/audio.wav|বিশ্রী স্বপ্ন দেখে আমি মাঝরাতে জেগে উঠলাম।
dataset/0146/audio.wav|বৃষ্টির ঝিরঝির শব্দে ঘুমটা খুব ভালো হয়।
dataset/0147/audio.wav|শহর জুড়ে রঙিন আলোর ঝলকানি দেখা যাচ্ছে।
dataset/0148/audio.wav|মানুষের চরিত্র তার কর্মের মাধ্যমে ফুটে ওঠে।
dataset/0149/audio.wav|অতিরিক্ত দুশ্চিন্তা স্বাস্থ্যের ক্ষতি করে।
dataset/0150/audio.wav|বই মানুষের নিত্যদিনের সঙ্গী এবং শ্রেষ্ঠ উপহার।
dataset/0151/audio.wav|অধৈর্য হওয়া মানেই পরাজয়ের পথে পা বাড়ানো।
dataset/0152/audio.wav|প্রত্যন্ত অঞ্চলে স্বাস্থ্যসেবা পৌঁছে দেওয়া সরকারের লক্ষ্য।
dataset/0153/audio.wav|আকস্মিক বন্যায় ফসলের ব্যপক ক্ষয়ক্ষতি হয়েছে।
dataset/0154/audio.wav|ঐতিহাসিক নির্দশনগুলো আমাদের গৌরবময় অতীতের সাক্ষী।
dataset/0155/audio.wav|অশ্লীল ভাষা সুস্থ রুচির পরিচয় নয়।
dataset/0156/audio.wav|অগণিত মানুষের আত্মত্যাগের বিনিময়ে আমরা স্বাধীনতা পেয়েছি।
dataset/0157/audio.wav|সুষ্ঠু পরিকল্পনাই কাজের অর্ধেক সফলতা এনে দেয়।
dataset/0158/audio.wav|বৃক্ষরোপণ অভিযানের মাধ্যমে দেশ সবুজায়ন করা সম্ভব।
dataset/0159/audio.wav|অস্থির মন নিয়ে সঠিক সিদ্ধান্ত নেওয়া যায় না।
dataset/0160/audio.wav|নিত্যপ্রয়োজনীয় জিনিসের দাম বাড়লে সাধারণ মানুষের কষ্ট হয়।
dataset/0161/audio.wav|শিক্ষাই জাতির ভবিষ্যৎ উন্নয়নের মূল চাবিকাঠি।
dataset/0162/audio.wav|সৎ কর্মের ফল সর্বদা মিষ্টি হয়।
dataset/0163/audio.wav|অজ গাঁয়ে থেকেও সে দেশখ্যাত প্রতিভা অর্জন করেছে।
dataset/0164/audio.wav|তীব্র প্রতিযোগিতার বাজারে টিকে থাকা বেশ চ্যালেঞ্জিং।
dataset/0165/audio.wav|অপ্রত্যাশিত সাফল্যে সে আত্মহারা হয়ে পড়েছে।
dataset/0166/audio.wav|বিপর্যয়ের সময়ে ধৈর্য ধরাই শ্রেষ্ঠ গুণ।
dataset/0167/audio.wav|অজস্র তারার মেলায় আকাশটা আজ খুব সুন্দর।
dataset/0168/audio.wav|শান্তিপূর্ণ সমাধানই দীর্ঘমেয়াদী উন্নতির পথ প্রশস্ত করে।
dataset/0169/audio.wav|অকাল বর্ষণে কৃষকের মুখে চিন্তার ভাঁজ পড়েছে।
dataset/0170/audio.wav|উচ্চাভিলাষী হতে গিয়ে নিজের শিকড়কে ভুলে যেও না।
dataset/0171/audio.wav|বিনীত আচরণ সবার মন জয় করে নেয়।
dataset/0172/audio.wav|অন্যায়কারীর শাস্তি হওয়া ন্যায়বিচারের দৃষ্টান্ত।
dataset/0173/audio.wav|বিচিত্র এই ধরণীর পরতে পরতে বিস্ময় রয়েছ।
dataset/0174/audio.wav|শৃঙ্খলিত জীবন দীর্ঘস্থায়ী সাফল্যের ভিত্তি স্থাপন করে।
dataset/0175/audio.wav|অসীম আকাশে সাদা মেঘের ভেলা ভেসে বেড়াছে।
dataset/0176/audio.wav|বিখ্যাত মনিষীদের বাণী আমাদের অনুপ্রাণিত করে।
dataset/0177/audio.wav|নিষ্ঠুর পৃথিবীর মায়াজালে আবদ্ধ আমরা সবাই।
dataset/0178/audio.wav|সততা শ্রেষ্ঠ সম্পদ, যা কেড়ে নেওয়া যায় না।
dataset/0179/audio.wav|অগ্নিমূর্তিতে কথা বললে সমস্যার সমাধান হয় না।
dataset/0180/audio.wav|সবুজ প্রকৃতি আমাদের ক্লান্তি দূর করে প্রশান্তি দেয়।
dataset/0181/audio.wav|বিস্ময়কর প্রতিভার অধিকারী লোকটিকে আমি চিনি।
dataset/0182/audio.wav|অদম্য স্পৃহা মানুষকে লক্ষ্যস্থলে পৌঁছে দেয়।
dataset/0183/audio.wav|বিশুষ্ক প্রান্তরে বৃষ্টির জল নতুন প্রাণের সঞ্চার করে।
dataset/0184/audio.wav|অত্যাচারী শাসকের পতন অনিবার্য।
dataset/0185/audio.wav|সুষ্ঠু সমাজ গড়তে নৈতিক মূল্যবোধের প্রয়োজন খুব বেশি।
dataset/0186/audio.wav|অহংকারী হওয়া বুদ্ধিমানের পরিচয় নয়।
dataset/0187/audio.wav|প্রবল ইচ্ছাশক্তি থাকলে পাহাড়কে জয় করা সম্ভব।
dataset/0188/audio.wav|অবিচল লক্ষ্য সাফল্যের অর্ধেক নিশ্চয়তা প্রদান করে।
dataset/0189/audio.wav|বিমর্ষ দিনের শেষে এক ফালি হাসি অনেক দামী।
dataset/0190/audio.wav|অসম্ভবকে সম্ভব করাই মানুষের বিশেষত্ব।
dataset/0191/audio.wav|সূক্ষ্ম কাজ করতে গেলে নিখুঁত মনোযোগ লাগে।
dataset/0192/audio.wav|পরিচ্ছন্ন পরিবেশ সুস্থ থাকার প্রথম শর্ত।
dataset/0193/audio.wav|বিপরীত পরিস্থিতিতেও শান্ত থাকা একটি বিরল গুণ।
dataset/0194/audio.wav|অকাট্য প্রমাণ ছাড়া কাউকে দোষী সাব্যস্ত করা জায়েজ নয়।
dataset/0195/audio.wav|বিখ্যাত এই মন্দিরের স্থাপত্য মন কেড়ে নেয়।
dataset/0196/audio.wav|সূর্যালোক ভিটামিন ডি-এর একটি ভালো উৎস।
dataset/0197/audio.wav|অসৎ সঙ্গে থেকে নিজের জীবন নষ্ট করো না।
dataset/0198/audio.wav|বিজ্ঞান ও প্রযুক্তির লড়াইয়ে মেধাাই বড় হাতিয়ার।
dataset/0199/audio.wav|অকৃত্রিম ভালোবাসা পৃথিবীকে বদলে দিতে পারে।
dataset/0200/audio.wav|বিপ্লবী মন কোনো অন্যায় মেনে নিতে পারে না।